Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 00:09:00-04:00,5884.25,5884.25,5884.25,5884.25,5884.25,0
2024-10-18 00:10:00-04:00,5884.0,5884.0,5883.75,5883.75,5883.75,35
2024-10-18 00:11:00-04:00,5884.0,5884.25,5883.75,5884.25,5884.25,16
2024-10-18 00:12:00-04:00,5884.25,5884.5,5884.25,5884.25,5884.25,6
2024-10-18 00:13:00-04:00,5884.5,5884.5,5884.0,5884.0,5884.0,17
2024-10-18 00:14:00-04:00,5884.25,5884.5,5884.25,5884.25,5884.25,16
2024-10-18 00:15:00-04:00,5883.75,5884.0,5883.5,5883.75,5883.75,49
2024-10-18 00:16:00-04:00,5884.0,5884.25,5884.0,5884.25,5884.25,33
2024-10-18 00:17:00-04:00,5884.25,5884.25,5884.25,5884.25,5884.25,28
2024-10-18 00:18:00-04:00,5884.5,5885.0,5884.25,5885.0,5885.0,62
2024-10-18 00:19:00-04:00,5885.25,5885.25,5884.75,5884.75,5884.75,22
2024-10-18 00:20:00-04:00,5885.0,5885.75,5885.0,5885.75,5885.75,52
2024-10-18 00:21:00-04:00,5885.75,5885.75,5885.5,5885.75,5885.75,27
2024-10-18 00:22:00-04:00,5885.75,5885.75,5885.5,5885.75,5885.75,95
2024-10-18 00:23:00-04:00,5885.75,5885.75,5885.5,5885.75,5885.75,18
2024-10-18 00:24:00-04:00,5886.0,5886.0,5885.75,5885.75,5885.75,158
2024-10-18 00:25:00-04:00,5885.75,5885.75,5885.75,5885.75,5885.75,2
2024-10-18 00:26:00-04:00,5885.5,5885.5,5885.25,5885.25,5885.25,23
2024-10-18 00:27:00-04:00,5885.25,5885.25,5885.0,5885.0,5885.0,28
2024-10-18 00:28:00-04:00,5885.0,5885.0,5884.75,5884.75,5884.75,6
2024-10-18 00:29:00-04:00,5885.0,5885.0,5884.25,5884.5,5884.5,31
2024-10-18 00:30:00-04:00,5884.75,5885.25,5884.75,5884.75,5884.75,54
2024-10-18 00:31:00-04:00,5884.5,5885.0,5884.5,5885.0,5885.0,24
2024-10-18 00:32:00-04:00,5885.0,5885.5,5885.0,5885.5,5885.5,22
2024-10-18 00:33:00-04:00,5885.75,5885.75,5885.5,5885.5,5885.5,15
2024-10-18 00:34:00-04:00,5885.5,5885.75,5885.5,5885.75,5885.75,10
2024-10-18 00:35:00-04:00,5885.75,5886.0,5885.75,5886.0,5886.0,25
2024-10-18 00:36:00-04:00,5886.0,5886.25,5885.75,5886.0,5886.0,106
2024-10-18 00:37:00-04:00,5885.75,5886.0,5885.0,5885.25,5885.25,45
2024-10-18 00:38:00-04:00,5885.25,5885.5,5885.25,5885.5,5885.5,16
2024-10-18 00:39:00-04:00,5885.25,5885.75,5885.25,5885.75,5885.75,19
