Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-07 00:00:00-04:00,5796.0,5796.0,5796.0,5796.0,5796.0,0
2024-10-07 00:01:00-04:00,5796.0,5796.25,5795.5,5795.75,5795.75,79
2024-10-07 00:02:00-04:00,5796.0,5796.5,5796.0,5796.5,5796.5,64
2024-10-07 00:03:00-04:00,5796.25,5796.25,5796.0,5796.0,5796.0,28
2024-10-07 00:04:00-04:00,5796.25,5796.75,5796.25,5796.5,5796.5,54
2024-10-07 00:05:00-04:00,5796.75,5797.0,5796.75,5796.75,5796.75,99
2024-10-07 00:06:00-04:00,5796.75,5797.25,5796.5,5796.5,5796.5,157
2024-10-07 00:07:00-04:00,5796.5,5796.75,5796.5,5796.75,5796.75,73
2024-10-07 00:08:00-04:00,5796.5,5796.5,5796.5,5796.5,5796.5,37
2024-10-07 00:09:00-04:00,5796.75,5796.75,5796.5,5796.5,5796.5,94
2024-10-07 00:10:00-04:00,5796.75,5796.75,5795.75,5796.25,5796.25,60
2024-10-07 00:11:00-04:00,5796.0,5796.25,5795.75,5796.0,5796.0,69
2024-10-07 00:12:00-04:00,5796.0,5796.25,5795.75,5796.0,5796.0,61
2024-10-07 00:13:00-04:00,5795.75,5796.0,5795.75,5795.75,5795.75,19
2024-10-07 00:14:00-04:00,5795.75,5796.0,5795.5,5796.0,5796.0,86
2024-10-07 00:15:00-04:00,5795.75,5795.75,5795.25,5795.25,5795.25,44
2024-10-07 00:16:00-04:00,5795.5,5796.0,5795.25,5796.0,5796.0,75
2024-10-07 00:17:00-04:00,5796.0,5796.0,5796.0,5796.0,5796.0,56
2024-10-07 00:18:00-04:00,5796.0,5796.5,5795.75,5796.0,5796.0,72
2024-10-07 00:19:00-04:00,5796.25,5796.5,5796.25,5796.25,5796.25,23
2024-10-07 00:20:00-04:00,5796.5,5796.5,5796.0,5796.25,5796.25,62
2024-10-07 00:21:00-04:00,5796.0,5797.25,5796.0,5797.25,5797.25,130
2024-10-07 00:22:00-04:00,5797.25,5797.25,5797.0,5797.25,5797.25,77
2024-10-07 00:23:00-04:00,5797.5,5798.25,5797.5,5797.75,5797.75,138
2024-10-07 00:24:00-04:00,5797.5,5797.75,5797.5,5797.5,5797.5,48
2024-10-07 00:25:00-04:00,5797.5,5797.75,5797.25,5797.75,5797.75,73
2024-10-07 00:26:00-04:00,5797.5,5797.5,5797.0,5797.0,5797.0,46
2024-10-07 00:27:00-04:00,5797.0,5797.25,5796.75,5797.25,5797.25,78
2024-10-07 00:28:00-04:00,5797.25,5797.25,5797.0,5797.25,5797.25,6
2024-10-07 00:29:00-04:00,5797.25,5797.5,5797.25,5797.5,5797.5,63
2024-10-07 00:30:00-04:00,5797.5,5798.0,5797.5,5798.0,5798.0,57
2024-10-07 00:31:00-04:00,5798.0,5798.0,5797.75,5798.0,5798.0,68
2024-10-07 00:32:00-04:00,5798.0,5798.0,5797.5,5798.0,5798.0,69
2024-10-07 00:33:00-04:00,5798.5,5798.5,5798.0,5798.25,5798.25,126
2024-10-07 00:34:00-04:00,5798.5,5798.75,5798.0,5798.5,5798.5,98
2024-10-07 00:35:00-04:00,5798.75,5798.75,5798.5,5798.5,5798.5,87
2024-10-07 00:36:00-04:00,5798.25,5798.5,5798.0,5798.5,5798.5,89
2024-10-07 00:37:00-04:00,5798.25,5798.75,5798.25,5798.75,5798.75,71
2024-10-07 00:38:00-04:00,5798.5,5799.0,5798.5,5798.5,5798.5,53
2024-10-07 00:39:00-04:00,5798.25,5798.25,5797.75,5798.0,5798.0,32
2024-10-07 00:40:00-04:00,5797.75,5798.0,5797.25,5798.0,5798.0,115
2024-10-07 00:41:00-04:00,5797.75,5797.75,5797.5,5797.5,5797.5,41
2024-10-07 00:42:00-04:00,5797.75,5797.75,5797.5,5797.75,5797.75,70
2024-10-07 00:43:00-04:00,5798.0,5798.5,5798.0,5798.25,5798.25,73
2024-10-07 00:44:00-04:00,5798.25,5798.5,5798.0,5798.5,5798.5,32
2024-10-07 00:45:00-04:00,5798.5,5798.5,5798.0,5798.0,5798.0,109
2024-10-07 00:46:00-04:00,5798.0,5798.0,5797.75,5797.75,5797.75,55
2024-10-07 00:47:00-04:00,5798.0,5798.0,5797.75,5797.75,5797.75,49
2024-10-07 00:48:00-04:00,5797.75,5797.75,5797.25,5797.5,5797.5,54
2024-10-07 00:49:00-04:00,5797.25,5797.25,5796.75,5797.0,5797.0,91
2024-10-07 00:50:00-04:00,5797.0,5797.0,5796.0,5796.0,5796.0,204
2024-10-07 00:51:00-04:00,5796.0,5796.0,5795.25,5795.25,5795.25,71
2024-10-07 00:52:00-04:00,5795.25,5795.5,5794.75,5795.5,5795.5,168
2024-10-07 00:53:00-04:00,5796.0,5796.0,5795.75,5795.75,5795.75,60
2024-10-07 00:54:00-04:00,5795.5,5795.75,5795.5,5795.5,5795.5,45
2024-10-07 00:55:00-04:00,5795.75,5795.75,5795.5,5795.75,5795.75,14
2024-10-07 00:56:00-04:00,5795.75,5795.75,5795.25,5795.5,5795.5,37
2024-10-07 00:57:00-04:00,5795.5,5796.0,5795.5,5796.0,5796.0,50
2024-10-07 00:58:00-04:00,5795.75,5795.75,5795.5,5795.75,5795.75,40
2024-10-07 00:59:00-04:00,5795.75,5796.0,5795.75,5795.75,5795.75,34
2024-10-07 01:00:00-04:00,5795.75,5796.25,5795.5,5795.5,5795.5,95
2024-10-07 01:01:00-04:00,5795.75,5796.5,5795.75,5795.75,5795.75,71
2024-10-07 01:02:00-04:00,5795.75,5796.25,5795.75,5796.0,5796.0,53
2024-10-07 01:03:00-04:00,5796.0,5796.25,5795.75,5796.0,5796.0,47
2024-10-07 01:04:00-04:00,5796.0,5796.25,5796.0,5796.25,5796.25,31
2024-10-07 01:05:00-04:00,5796.25,5796.5,5795.25,5795.25,5795.25,100
2024-10-07 01:06:00-04:00,5795.25,5795.5,5795.0,5795.0,5795.0,62
2024-10-07 01:07:00-04:00,5795.0,5795.5,5794.5,5795.5,5795.5,156
2024-10-07 01:08:00-04:00,5795.25,5796.0,5795.25,5795.75,5795.75,38
2024-10-07 01:09:00-04:00,5796.0,5796.0,5794.75,5794.75,5794.75,87
2024-10-07 01:10:00-04:00,5794.75,5795.0,5794.25,5794.75,5794.75,67
2024-10-07 01:11:00-04:00,5794.75,5794.75,5794.5,5794.75,5794.75,50
2024-10-07 01:12:00-04:00,5794.75,5794.75,5794.25,5794.75,5794.75,70
2024-10-07 01:13:00-04:00,5794.75,5794.75,5794.5,5794.75,5794.75,70
2024-10-07 01:14:00-04:00,5794.75,5794.75,5794.5,5794.75,5794.75,58
2024-10-07 01:15:00-04:00,5794.75,5795.0,5794.5,5794.5,5794.5,49
2024-10-07 01:16:00-04:00,5794.5,5794.5,5794.0,5794.25,5794.25,128
2024-10-07 01:17:00-04:00,5794.5,5795.0,5794.5,5795.0,5795.0,79
2024-10-07 01:18:00-04:00,5794.75,5795.5,5794.75,5795.5,5795.5,45
2024-10-07 01:19:00-04:00,5795.5,5795.75,5795.25,5795.5,5795.5,78
2024-10-07 01:20:00-04:00,5795.25,5795.5,5794.75,5794.75,5794.75,95
2024-10-07 01:21:00-04:00,5794.5,5794.75,5794.0,5794.0,5794.0,63
2024-10-07 01:22:00-04:00,5794.25,5794.25,5793.5,5794.25,5794.25,149
2024-10-07 01:23:00-04:00,5794.25,5794.5,5793.5,5794.5,5794.5,65
2024-10-07 01:24:00-04:00,5794.5,5794.5,5794.0,5794.0,5794.0,17
2024-10-07 01:25:00-04:00,5794.0,5794.5,5793.75,5794.0,5794.0,104
2024-10-07 01:26:00-04:00,5794.0,5794.5,5793.75,5794.5,5794.5,77
2024-10-07 01:27:00-04:00,5794.5,5794.5,5794.0,5794.0,5794.0,57
2024-10-07 01:28:00-04:00,5794.0,5794.0,5793.0,5793.25,5793.25,142
2024-10-07 01:29:00-04:00,5793.0,5793.75,5792.5,5793.25,5793.25,174
2024-10-07 01:30:00-04:00,5793.25,5793.25,5792.0,5792.5,5792.5,245
2024-10-07 01:31:00-04:00,5792.25,5792.5,5792.25,5792.5,5792.5,121
2024-10-07 01:32:00-04:00,5792.5,5792.5,5791.5,5791.75,5791.75,237
2024-10-07 01:33:00-04:00,5791.5,5791.5,5790.75,5791.25,5791.25,254
2024-10-07 01:34:00-04:00,5791.25,5791.25,5790.5,5790.75,5790.75,164
2024-10-07 01:35:00-04:00,5791.0,5791.75,5791.0,5791.25,5791.25,93
2024-10-07 01:36:00-04:00,5791.25,5792.0,5791.0,5792.0,5792.0,113
2024-10-07 01:37:00-04:00,5792.0,5793.0,5792.0,5792.75,5792.75,123
2024-10-07 01:38:00-04:00,5793.0,5793.25,5792.75,5792.75,5792.75,90
2024-10-07 01:39:00-04:00,5792.75,5792.75,5792.0,5792.75,5792.75,64
2024-10-07 01:40:00-04:00,5792.5,5793.25,5792.5,5792.75,5792.75,114
2024-10-07 01:41:00-04:00,5792.5,5792.5,5791.5,5791.5,5791.5,126
2024-10-07 01:42:00-04:00,5791.75,5792.25,5791.75,5791.75,5791.75,131
2024-10-07 01:43:00-04:00,5792.0,5792.0,5791.5,5791.75,5791.75,63
2024-10-07 01:44:00-04:00,5792.0,5792.25,5792.0,5792.0,5792.0,80
2024-10-07 01:45:00-04:00,5792.0,5792.25,5791.5,5791.75,5791.75,131
2024-10-07 01:46:00-04:00,5791.75,5792.0,5791.5,5792.0,5792.0,86
2024-10-07 01:47:00-04:00,5792.0,5792.5,5791.75,5792.0,5792.0,96
2024-10-07 01:48:00-04:00,5792.0,5792.0,5791.25,5791.25,5791.25,59
2024-10-07 01:49:00-04:00,5791.25,5792.0,5791.25,5791.75,5791.75,84
2024-10-07 01:50:00-04:00,5791.5,5791.75,5791.5,5791.75,5791.75,56
2024-10-07 01:51:00-04:00,5791.5,5791.75,5791.25,5791.75,5791.75,64
2024-10-07 01:52:00-04:00,5791.75,5791.75,5791.25,5791.25,5791.25,31
2024-10-07 01:53:00-04:00,5791.5,5791.75,5791.25,5791.25,5791.25,127
2024-10-07 01:54:00-04:00,5791.25,5791.75,5791.0,5791.25,5791.25,93
2024-10-07 01:55:00-04:00,5791.25,5791.25,5790.5,5790.75,5790.75,130
2024-10-07 01:56:00-04:00,5791.0,5791.0,5790.5,5791.0,5791.0,144
2024-10-07 01:57:00-04:00,5791.0,5791.5,5791.0,5791.25,5791.25,98
2024-10-07 01:58:00-04:00,5791.5,5792.25,5791.5,5792.0,5792.0,69
2024-10-07 01:59:00-04:00,5791.75,5791.75,5791.0,5791.25,5791.25,133
2024-10-07 02:00:00-04:00,5791.0,5791.25,5790.5,5791.0,5791.0,243
2024-10-07 02:01:00-04:00,5791.0,5791.5,5790.25,5790.25,5790.25,174
2024-10-07 02:02:00-04:00,5790.25,5790.5,5789.75,5790.0,5790.0,234
2024-10-07 02:03:00-04:00,5790.0,5791.0,5789.75,5791.0,5791.0,161
2024-10-07 02:04:00-04:00,5790.75,5791.25,5790.5,5790.5,5790.5,98
2024-10-07 02:05:00-04:00,5790.75,5791.75,5790.5,5791.75,5791.75,170
2024-10-07 02:06:00-04:00,5791.75,5792.0,5791.25,5791.25,5791.25,133
2024-10-07 02:07:00-04:00,5791.0,5792.25,5790.75,5791.5,5791.5,168
