Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-21 00:00:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,0
2024-10-21 00:01:00-04:00,5907.75,5908.0,5907.75,5908.0,5908.0,26
2024-10-21 00:02:00-04:00,5908.0,5908.25,5907.75,5907.75,5907.75,24
2024-10-21 00:03:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,14
2024-10-21 00:04:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,38
2024-10-21 00:05:00-04:00,5908.0,5908.0,5907.5,5907.75,5907.75,25
2024-10-21 00:06:00-04:00,5907.75,5908.0,5907.5,5907.75,5907.75,20
2024-10-21 00:07:00-04:00,5907.5,5908.0,5907.25,5908.0,5908.0,41
2024-10-21 00:08:00-04:00,5907.75,5908.25,5907.75,5908.0,5908.0,19
2024-10-21 00:09:00-04:00,5908.25,5908.25,5907.75,5907.75,5907.75,56
2024-10-21 00:10:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,25
2024-10-21 00:11:00-04:00,5907.75,5907.75,5907.5,5907.5,5907.5,42
2024-10-21 00:12:00-04:00,5907.5,5908.0,5907.5,5908.0,5908.0,27
2024-10-21 00:13:00-04:00,5908.0,5908.25,5907.75,5908.25,5908.25,81
2024-10-21 00:14:00-04:00,5908.25,5908.5,5908.25,5908.25,5908.25,43
2024-10-21 00:15:00-04:00,5908.25,5908.5,5908.25,5908.5,5908.5,34
2024-10-21 00:16:00-04:00,5908.25,5908.25,5908.0,5908.25,5908.25,84
2024-10-21 00:17:00-04:00,5908.25,5908.5,5908.25,5908.5,5908.5,25
2024-10-21 00:18:00-04:00,5908.25,5908.25,5908.25,5908.25,5908.25,17
2024-10-21 00:19:00-04:00,5908.0,5908.25,5908.0,5908.25,5908.25,10
2024-10-21 00:20:00-04:00,5908.0,5908.0,5907.5,5907.75,5907.75,69
2024-10-21 00:21:00-04:00,5907.75,5908.0,5907.5,5907.5,5907.5,27
2024-10-21 00:22:00-04:00,5907.5,5907.5,5907.0,5907.5,5907.5,77
2024-10-21 00:23:00-04:00,5907.5,5907.75,5907.5,5907.75,5907.75,36
2024-10-21 00:24:00-04:00,5908.0,5908.25,5907.75,5907.75,5907.75,23
2024-10-21 00:25:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,24
2024-10-21 00:26:00-04:00,5907.75,5907.75,5907.5,5907.5,5907.5,11
2024-10-21 00:27:00-04:00,5907.5,5907.5,5907.5,5907.5,5907.5,3
2024-10-21 00:28:00-04:00,5907.5,5907.75,5907.5,5907.75,5907.75,20
2024-10-21 00:29:00-04:00,5908.0,5908.0,5907.75,5908.0,5908.0,8
2024-10-21 00:30:00-04:00,5908.0,5908.25,5908.0,5908.0,5908.0,40
2024-10-21 00:31:00-04:00,5908.0,5908.25,5908.0,5908.0,5908.0,12
2024-10-21 00:32:00-04:00,5908.0,5908.0,5908.0,5908.0,5908.0,6
2024-10-21 00:33:00-04:00,5908.0,5908.0,5907.75,5907.75,5907.75,13
2024-10-21 00:34:00-04:00,5907.75,5907.75,5907.5,5907.5,5907.5,8
2024-10-21 00:35:00-04:00,5907.75,5907.75,5907.5,5907.75,5907.75,9
2024-10-21 00:36:00-04:00,5907.75,5907.75,5907.75,5907.75,5907.75,10
2024-10-21 00:37:00-04:00,5907.75,5907.75,5907.5,5907.5,5907.5,11
2024-10-21 00:38:00-04:00,5907.75,5907.75,5907.25,5907.5,5907.5,23
2024-10-21 00:39:00-04:00,5907.5,5907.5,5907.0,5907.0,5907.0,135
2024-10-21 00:40:00-04:00,5906.75,5907.0,5906.75,5907.0,5907.0,28
2024-10-21 00:41:00-04:00,5906.75,5906.75,5906.25,5906.5,5906.5,236
2024-10-21 00:42:00-04:00,5906.5,5906.75,5906.5,5906.5,5906.5,42
2024-10-21 00:43:00-04:00,5906.5,5906.5,5905.75,5906.0,5906.0,79
2024-10-21 00:44:00-04:00,5906.25,5906.25,5906.0,5906.25,5906.25,56
2024-10-21 00:45:00-04:00,5906.0,5906.5,5906.0,5906.5,5906.5,42
2024-10-21 00:46:00-04:00,5906.5,5906.5,5906.5,5906.5,5906.5,63
2024-10-21 00:47:00-04:00,5906.25,5906.5,5906.25,5906.5,5906.5,13
2024-10-21 00:48:00-04:00,5906.5,5906.5,5906.5,5906.5,5906.5,39
2024-10-21 00:49:00-04:00,5906.75,5906.75,5906.0,5906.0,5906.0,52
2024-10-21 00:50:00-04:00,5906.25,5906.25,5906.0,5906.25,5906.25,16
2024-10-21 00:51:00-04:00,5906.0,5906.0,5906.0,5906.0,5906.0,23
2024-10-21 00:52:00-04:00,5906.0,5906.0,5905.5,5905.5,5905.5,132
2024-10-21 00:53:00-04:00,5905.5,5905.75,5905.25,5905.75,5905.75,61
2024-10-21 00:54:00-04:00,5905.75,5906.0,5905.5,5905.75,5905.75,51
2024-10-21 00:55:00-04:00,5905.75,5905.75,5905.25,5905.5,5905.5,33
2024-10-21 00:56:00-04:00,5905.5,5905.75,5905.5,5905.5,5905.5,50
2024-10-21 00:57:00-04:00,5905.25,5905.75,5905.25,5905.75,5905.75,19
2024-10-21 00:58:00-04:00,5905.75,5906.0,5905.75,5906.0,5906.0,36
2024-10-21 00:59:00-04:00,5905.75,5906.0,5905.75,5905.75,5905.75,15
2024-10-21 01:00:00-04:00,5905.75,5906.0,5905.5,5906.0,5906.0,63
2024-10-21 01:01:00-04:00,5906.0,5906.0,5905.75,5905.75,5905.75,25
2024-10-21 01:02:00-04:00,5905.75,5905.75,5905.0,5905.25,5905.25,100
2024-10-21 01:03:00-04:00,5905.25,5905.5,5904.75,5905.25,5905.25,51
2024-10-21 01:04:00-04:00,5905.5,5905.75,5905.5,5905.75,5905.75,39
