Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 00:09:00-04:00,20363.25,20363.25,20363.0,20363.25,20363.25,0
2024-10-18 00:10:00-04:00,20362.5,20362.5,20361.5,20361.75,20361.75,15
2024-10-18 00:11:00-04:00,20362.0,20364.0,20362.0,20363.5,20363.5,15
2024-10-18 00:12:00-04:00,20364.25,20365.75,20363.75,20365.75,20365.75,12
2024-10-18 00:13:00-04:00,20365.75,20366.0,20363.25,20364.0,20364.0,21
2024-10-18 00:14:00-04:00,20364.25,20365.5,20364.25,20364.25,20364.25,8
2024-10-18 00:15:00-04:00,20363.0,20363.0,20361.75,20362.5,20362.5,30
2024-10-18 00:16:00-04:00,20363.5,20365.0,20363.5,20365.0,20365.0,14
2024-10-18 00:17:00-04:00,20365.5,20366.5,20364.5,20366.0,20366.0,29
2024-10-18 00:18:00-04:00,20365.75,20369.0,20365.75,20368.5,20368.5,44
2024-10-18 00:19:00-04:00,20369.0,20370.75,20368.0,20368.75,20368.75,39
2024-10-18 00:20:00-04:00,20369.0,20374.0,20369.0,20374.0,20374.0,42
2024-10-18 00:21:00-04:00,20374.25,20375.25,20373.25,20373.5,20373.5,31
2024-10-18 00:22:00-04:00,20374.0,20376.75,20374.0,20376.75,20376.75,40
2024-10-18 00:23:00-04:00,20375.75,20375.75,20373.25,20374.25,20374.25,18
2024-10-18 00:24:00-04:00,20374.5,20376.75,20373.5,20375.0,20375.0,24
2024-10-18 00:25:00-04:00,20374.25,20375.5,20374.0,20375.5,20375.5,10
2024-10-18 00:26:00-04:00,20375.0,20375.0,20372.0,20373.0,20373.0,20
2024-10-18 00:27:00-04:00,20371.5,20371.75,20369.5,20369.75,20369.75,27
2024-10-18 00:28:00-04:00,20369.5,20372.5,20369.5,20370.25,20370.25,28
2024-10-18 00:29:00-04:00,20370.0,20370.5,20366.25,20368.0,20368.0,60
2024-10-18 00:30:00-04:00,20368.5,20373.25,20368.5,20369.5,20369.5,96
2024-10-18 00:31:00-04:00,20369.5,20371.0,20369.0,20371.0,20371.0,20
2024-10-18 00:32:00-04:00,20372.25,20374.75,20372.25,20373.5,20373.5,26
2024-10-18 00:33:00-04:00,20373.75,20375.25,20373.5,20374.5,20374.5,22
2024-10-18 00:34:00-04:00,20374.5,20375.25,20374.0,20375.25,20375.25,39
2024-10-18 00:35:00-04:00,20375.25,20377.75,20374.5,20377.5,20377.5,44
2024-10-18 00:36:00-04:00,20376.75,20378.75,20375.5,20375.5,20375.5,40
2024-10-18 00:37:00-04:00,20376.25,20376.25,20372.0,20372.0,20372.0,28
2024-10-18 00:38:00-04:00,20372.5,20373.5,20372.25,20373.5,20373.5,12
2024-10-18 00:39:00-04:00,20372.75,20375.25,20371.25,20375.25,20375.25,29
2024-10-18 00:40:00-04:00,20375.5,20376.5,20374.75,20376.0,20376.0,18
2024-10-18 00:41:00-04:00,20376.25,20377.25,20376.0,20376.5,20376.5,17
2024-10-18 00:42:00-04:00,20375.75,20378.5,20375.5,20377.5,20377.5,26
2024-10-18 00:43:00-04:00,20377.0,20377.0,20376.25,20376.25,20376.25,12
2024-10-18 00:44:00-04:00,20377.0,20377.0,20375.25,20375.25,20375.25,7
2024-10-18 00:45:00-04:00,20375.5,20375.5,20374.0,20375.5,20375.5,8
2024-10-18 00:46:00-04:00,20376.0,20376.0,20375.0,20375.0,20375.0,7
2024-10-18 00:47:00-04:00,20375.75,20377.25,20375.75,20375.75,20375.75,4
2024-10-18 00:48:00-04:00,20375.75,20376.75,20375.75,20375.75,20375.75,7
2024-10-18 00:49:00-04:00,20375.5,20378.0,20375.5,20376.5,20376.5,11
2024-10-18 00:50:00-04:00,20376.75,20378.0,20376.75,20376.75,20376.75,13
2024-10-18 00:51:00-04:00,20376.0,20378.0,20376.0,20378.0,20378.0,4
2024-10-18 00:52:00-04:00,20378.0,20380.25,20378.0,20380.25,20380.25,32
2024-10-18 00:53:00-04:00,20380.25,20380.75,20376.75,20376.75,20376.75,33
2024-10-18 00:54:00-04:00,20376.75,20376.75,20375.5,20376.0,20376.0,14
2024-10-18 00:55:00-04:00,20376.75,20377.0,20373.5,20373.5,20373.5,35
2024-10-18 00:56:00-04:00,20373.0,20373.0,20367.5,20369.0,20369.0,83
2024-10-18 00:57:00-04:00,20369.0,20372.25,20368.0,20371.5,20371.5,33
2024-10-18 00:58:00-04:00,20371.0,20373.25,20370.75,20373.25,20373.25,17
2024-10-18 00:59:00-04:00,20373.75,20375.0,20373.0,20373.75,20373.75,27
2024-10-18 01:00:00-04:00,20374.25,20379.25,20373.5,20379.25,20379.25,84
2024-10-18 01:01:00-04:00,20379.0,20379.5,20374.0,20374.5,20374.5,42
2024-10-18 01:02:00-04:00,20375.5,20375.5,20369.5,20374.0,20374.0,41
2024-10-18 01:03:00-04:00,20373.5,20375.5,20373.0,20373.5,20373.5,24
2024-10-18 01:04:00-04:00,20373.75,20375.25,20371.75,20371.75,20371.75,23
2024-10-18 01:05:00-04:00,20372.25,20377.75,20371.75,20377.5,20377.5,47
2024-10-18 01:06:00-04:00,20377.5,20378.5,20373.75,20373.75,20373.75,17
2024-10-18 01:07:00-04:00,20373.25,20374.5,20370.75,20372.5,20372.5,16
2024-10-18 01:08:00-04:00,20373.25,20376.25,20373.25,20375.25,20375.25,37
2024-10-18 01:09:00-04:00,20375.5,20377.0,20375.5,20376.0,20376.0,14
2024-10-18 01:10:00-04:00,20376.5,20378.75,20376.5,20378.0,20378.0,27
2024-10-18 01:11:00-04:00,20377.75,20381.75,20377.75,20380.5,20380.5,54
2024-10-18 01:12:00-04:00,20381.5,20383.5,20380.75,20381.5,20381.5,73
2024-10-18 01:13:00-04:00,20381.75,20382.75,20378.75,20380.25,20380.25,28
2024-10-18 01:14:00-04:00,20382.0,20385.0,20381.5,20385.0,20385.0,39
2024-10-18 01:15:00-04:00,20385.75,20386.5,20383.75,20386.25,20386.25,58
2024-10-18 01:16:00-04:00,20385.5,20386.5,20383.25,20383.25,20383.25,55
2024-10-18 01:17:00-04:00,20382.75,20385.25,20382.0,20385.0,20385.0,39
2024-10-18 01:18:00-04:00,20385.0,20389.0,20385.0,20388.75,20388.75,63
2024-10-18 01:19:00-04:00,20387.25,20388.75,20384.5,20385.0,20385.0,20
2024-10-18 01:20:00-04:00,20385.75,20386.0,20384.5,20384.75,20384.75,7
2024-10-18 01:21:00-04:00,20384.25,20384.5,20382.0,20382.0,20382.0,24
2024-10-18 01:22:00-04:00,20382.25,20382.25,20379.0,20380.25,20380.25,51
2024-10-18 01:23:00-04:00,20380.0,20381.0,20379.0,20381.0,20381.0,9
2024-10-18 01:24:00-04:00,20380.75,20380.75,20380.0,20380.0,20380.0,8
2024-10-18 01:25:00-04:00,20379.75,20383.0,20379.75,20381.5,20381.5,36
2024-10-18 01:26:00-04:00,20381.75,20382.75,20381.75,20382.25,20382.25,5
2024-10-18 01:27:00-04:00,20384.0,20385.25,20384.0,20385.0,20385.0,21
2024-10-18 01:28:00-04:00,20383.75,20383.75,20380.75,20380.75,20380.75,15
2024-10-18 01:29:00-04:00,20382.0,20382.0,20379.25,20379.25,20379.25,9
2024-10-18 01:30:00-04:00,20380.0,20386.5,20380.0,20385.25,20385.25,50
2024-10-18 01:31:00-04:00,20386.0,20388.0,20385.25,20387.5,20387.5,25
2024-10-18 01:32:00-04:00,20387.75,20388.0,20385.75,20385.75,20385.75,11
2024-10-18 01:33:00-04:00,20386.5,20389.5,20386.5,20389.5,20389.5,16
2024-10-18 01:34:00-04:00,20390.0,20390.5,20388.75,20390.0,20390.0,61
2024-10-18 01:35:00-04:00,20389.5,20392.5,20389.5,20392.5,20392.5,50
2024-10-18 01:36:00-04:00,20392.5,20393.25,20389.25,20389.75,20389.75,71
2024-10-18 01:37:00-04:00,20388.75,20389.75,20388.25,20388.25,20388.25,23
2024-10-18 01:38:00-04:00,20387.0,20390.0,20387.0,20389.75,20389.75,38
2024-10-18 01:39:00-04:00,20389.0,20391.0,20388.5,20391.0,20391.0,34
2024-10-18 01:40:00-04:00,20389.25,20389.75,20387.25,20388.75,20388.75,25
2024-10-18 01:41:00-04:00,20388.75,20389.0,20388.25,20388.25,20388.25,11
2024-10-18 01:42:00-04:00,20388.75,20390.5,20387.5,20387.75,20387.75,27
2024-10-18 01:43:00-04:00,20387.5,20389.75,20387.0,20388.5,20388.5,23
2024-10-18 01:44:00-04:00,20388.75,20392.25,20388.75,20391.25,20391.25,34
2024-10-18 01:45:00-04:00,20391.75,20392.5,20389.0,20391.25,20391.25,41
